56.00,1.00,11.00,10.00,36.81,22.00,30.84,15.00
57.00,1.00,11.00,6.00,23.45,14.00,19.97,14.00
58.00,1.00,11.00,12.00,111.08,66.00,93.76,56.00
59.00,1.00,11.00,2.00,118.39,70.00,100.59,40.00
60.00,1.00,11.00,5.00,132.58,78.00,106.73,60.00
61.00,1.00,11.00,16.00,54.96,33.00,49.31,29.00
62.00,1.00,11.00,14.00,148.01,88.00,124.57,49.00
63.00,1.00,11.00,20.00,117.67,70.00,98.86,35.00
64.00,1.00,11.00,4.00,68.62,41.00,55.63,26.00
65.00,1.00,11.00,13.00,84.16,50.00,68.91,47.00
66.00,1.00,11.00,8.00,130.27,77.00,107.06,56.00
67.00,1.00,11.00,5.00,103.16,61.00,86.39,42.00
68.00,1.00,11.00,18.00,157.43,93.00,134.09,62.00
69.00,1.00,11.00,18.00,43.86,26.00,35.87,17.00
70.00,1.00,11.00,1.00,142.11,84.00,117.65,72.00
71.00,1.00,11.00,9.00,125.36,74.00,105.78,40.00
72.00,1.00,11.00,9.00,120.08,71.00,99.82,64.00
73.00,1.00,11.00,4.00,161.60,96.00,133.21,93.00
74.00,1.00,11.00,3.00,106.97,63.00,91.98,60.00
75.00,1.00,11.00,12.00,145.37,86.00,117.38,62.00
76.00,1.00,11.00,16.00,63.98,38.00,53.73,29.00
77.00,1.00,11.00,6.00,35.44,21.00,28.63,20.00
78.00,1.00,11.00,3.00,152.16,90.00,125.25,88.00
79.00,1.00,11.00,17.00,83.15,49.00,72.92,45.00
80.00,1.00,11.00,8.00,55.12,33.00,46.37,19.00
81.00,1.00,11.00,13.00,34.65,21.00,30.12,15.00
82.00,1.00,11.00,4.00,79.67,47.00,63.76,34.00
83.00,1.00,11.00,6.00,150.63,89.00,132.88,52.00
84.00,1.00,11.00,3.00,25.63,15.00,21.47,9.00
85.00,1.00,11.00,20.00,98.27,58.00,85.79,33.00
86.00,1.00,11.00,6.00,139.91,83.00,122.89,74.00
87.00,1.00,11.00,7.00,93.81,56.00,82.59,43.00
88.00,1.00,11.00,5.00,96.92,57.00,80.88,44.00
89.00,1.00,11.00,9.00,8.46,5.00,7.23,3.00
90.00,1.00,11.00,20.00,167.74,99.00,148.28,70.00
91.00,1.00,11.00,17.00,43.68,26.00,35.70,22.00
92.00,1.00,11.00,1.00,117.04,69.00,94.92,38.00
93.00,1.00,2.00,6.00,56.68,56.00,78.52,36.00
94.00,1.00,2.00,17.00,38.11,38.00,53.36,35.00
95.00,1.00,2.00,9.00,66.80,66.00,93.59,64.00
96.00,1.00,2.00,13.00,22.64,22.00,32.39,20.00
97.00,1.00,2.00,10.00,28.70,28.00,41.46,27.00
98.00,1.00,2.00,6.00,1.44,1.00,1.99,1.00
99.00,1.00,2.00,16.00,61.42,61.00,84.63,46.00
100.00,1.00,2.00,16.00,9.45,9.00,13.45,7.00
101.00,1.00,2.00,2.00,70.87,70.00,100.39,49.00
102.00,1.00,2.00,19.00,59.97,59.00,85.28,48.00
103.00,1.00,2.00,2.00,28.75,28.00,38.43,16.00
104.00,1.00,2.00,9.00,56.63,56.00,82.87,29.00
105.00,1.00,2.00,9.00,31.62,31.00,45.34,24.00
106.00,1.00,2.00,12.00,92.20,91.00,134.77,72.00
107.00,1.00,2.00,9.00,16.52,16.00,22.19,10.00
108.00,1.00,11.00,16.00,58.36,35.00,50.68,31.00
109.00,1.00,11.00,1.00,81.71,48.00,67.05,39.00
110.00,1.00,11.00,19.00,2.46,1.00,2.13,1.00
111.00,1.00,11.00,1.00,12.44,7.00,10.32,6.00
112.00,1.00,11.00,17.00,9.24,5.00,7.91,4.00
113.00,1.00,11.00,9.00,123.96,73.00,104.76,48.00
114.00,1.00,11.00,2.00,96.83,57.00,84.86,45.00
115.00,1.00,11.00,14.00,70.45,42.00,61.98,36.00
116.00,1.00,11.00,14.00,32.50,19.00,28.51,10.00
117.00,1.00,11.00,5.00,138.56,82.00,113.89,49.00
118.00,1.00,11.00,5.00,43.52,26.00,35.93,22.00
119.00,1.00,11.00,14.00,128.24,76.00,106.55,69.00
120.00,1.00,11.00,15.00,37.61,22.00,31.43,17.00
121.00,1.00,11.00,8.00,97.84,58.00,84.44,33.00
122.00,1.00,11.00,2.00,141.72,84.00,122.46,60.00
123.00,1.00,11.00,4.00,164.46,97.00,144.22,67.00
124.00,1.00,11.00,10.00,113.90,67.00,91.55,56.00
125.00,1.00,11.00,18.00,19.81,12.00,16.69,10.00
126.00,1.00,11.00,8.00,126.34,75.00,106.59,64.00
127.00,1.00,11.00,11.00,46.99,28.00,38.00,28.00
128.00,1.00,11.00,6.00,51.82,31.00,45.87,20.00
129.00,1.00,11.00,16.00,50.71,30.00,40.93,22.00
130.00,1.00,11.00,10.00,5.11,3.00,4.25,2.00
131.00,1.00,11.00,7.00,106.01,63.00,95.03,57.00
132.00,1.00,11.00,12.00,32.15,19.00,28.62,13.00
133.00,1.00,11.00,13.00,129.63,77.00,112.97,65.00
134.00,1.00,11.00,16.00,92.90,55.00,79.05,43.00
135.00,1.00,11.00,6.00,59.24,35.00,53.15,27.00
136.00,1.00,11.00,12.00,5.41,3.00,4.54,2.00
137.00,1.00,11.00,14.00,33.46,20.00,28.03,11.00
138.00,1.00,11.00,13.00,74.29,44.00,62.56,29.00
139.00,1.00,11.00,15.00,7.42,4.00,6.60,2.00
140.00,1.00,11.00,10.00,127.64,76.00,112.61,46.00
141.00,1.00,11.00,10.00,139.99,83.00,117.74,61.00
142.00,1.00,11.00,7.00,136.39,81.00,116.54,62.00
143.00,1.00,11.00,13.00,120.17,71.00,99.24,38.00
144.00,1.00,11.00,6.00,55.26,33.00,47.79,22.00
145.00,1.00,11.00,8.00,36.29,21.00,29.81,15.00
146.00,1.00,11.00,13.00,115.95,69.00,99.60,55.00
147.00,1.00,11.00,2.00,25.89,15.00,21.35,11.00
148.00,1.00,11.00,12.00,141.35,84.00,125.77,64.00
149.00,1.00,11.00,8.00,42.40,25.00,34.61,21.00
150.00,1.00,11.00,20.00,40.68,24.00,36.12,14.00
151.00,1.00,11.00,12.00,103.12,61.00,89.65,56.00
152.00,1.00,11.00,2.00,139.05,82.00,114.97,69.00
153.00,1.00,11.00,8.00,73.15,43.00,64.63,26.00
154.00,1.00,11.00,15.00,36.78,22.00,33.04,21.00
155.00,1.00,11.00,18.00,110.01,65.00,93.03,38.00
156.00,1.00,11.00,13.00,62.07,37.00,49.99,28.00
157.00,1.00,11.00,2.00,76.26,45.00,63.28,44.00
158.00,1.00,11.00,1.00,103.77,61.00,88.55,32.00
159.00,1.00,11.00,15.00,165.83,98.00,137.49,67.00
160.00,1.00,11.00,7.00,39.82,24.00,34.22,20.00
161.00,1.00,11.00,6.00,97.49,58.00,87.65,56.00
162.00,1.00,11.00,5.00,130.11,77.00,109.39,63.00
163.00,1.00,11.00,10.00,163.83,97.00,133.97,77.00
164.00,1.00,11.00,14.00,110.01,65.00,96.13,58.00
165.00,1.00,11.00,9.00,84.45,50.00,72.41,26.00
166.00,1.00,11.00,9.00,24.68,15.00,20.52,15.00
167.00,1.00,11.00,13.00,70.35,42.00,59.59,22.00
168.00,1.00,11.00,10.00,159.72,95.00,132.13,55.00
169.00,1.00,11.00,11.00,86.69,51.00,72.79,32.00
170.00,1.00,11.00,2.00,61.64,36.00,52.68,34.00
171.00,1.00,11.00,9.00,64.36,38.00,51.85,21.00
172.00,1.00,11.00,3.00,44.72,26.00,36.40,14.00
173.00,1.00,11.00,14.00,87.43,52.00,76.94,51.00
174.00,1.00,11.00,11.00,105.63,63.00,87.99,40.00
175.00,1.00,11.00,14.00,64.96,38.00,53.30,36.00
176.00,1.00,11.00,4.00,102.91,61.00,87.98,53.00
177.00,1.00,11.00,3.00,1.32,1.00,1.16,1.00
178.00,1.00,11.00,6.00,161.08,95.00,131.91,68.00
179.00,1.00,11.00,8.00,165.56,98.00,142.03,75.00
180.00,1.00,11.00,3.00,5.27,3.00,4.63,3.00
181.00,1.00,11.00,5.00,78.89,47.00,68.83,33.00
182.00,1.00,11.00,5.00,93.14,55.00,78.81,45.00
183.00,1.00,11.00,16.00,26.57,16.00,21.52,8.00
184.00,1.00,11.00,11.00,38.22,23.00,31.90,21.00
1.00,2.00,1.00,10.00,114.89,85.00,115.88,48.00
2.00,2.00,1.00,20.00,111.33,82.00,125.20,51.00
3.00,2.00,1.00,14.00,131.24,97.00,138.14,51.00
4.00,2.00,1.00,18.00,33.68,25.00,36.24,17.00
5.00,2.00,1.00,11.00,73.90,55.00,82.77,48.00
6.00,2.00,1.00,9.00,77.58,57.00,81.89,30.00
7.00,2.00,1.00,1.00,56.24,42.00,58.81,34.00
8.00,2.00,1.00,4.00,21.13,16.00,23.70,10.00
9.00,2.00,1.00,2.00,95.99,71.00,99.02,64.00
10.00,2.00,1.00,18.00,36.64,27.00,38.76,26.00
11.00,2.00,1.00,19.00,119.58,88.00,128.14,63.00
12.00,2.00,1.00,17.00,121.08,90.00,123.40,79.00
13.00,2.00,1.00,14.00,112.68,83.00,123.63,74.00
14.00,2.00,1.00,10.00,76.33,56.00,77.90,37.00
15.00,2.00,1.00,10.00,117.11,87.00,122.74,85.00
16.00,2.00,11.00,11.00,75.52,45.00,66.30,29.00
17.00,2.00,11.00,2.00,97.89,58.00,86.75,52.00
18.00,2.00,11.00,16.00,8.50,5.00,7.50,3.00
19.00,2.00,11.00,6.00,152.62,90.00,137.17,57.00
20.00,2.00,11.00,11.00,36.02,21.00,29.54,12.00
21.00,2.00,11.00,13.00,144.83,86.00,117.14,51.00
22.00,2.00,11.00,13.00,48.30,29.00,42.66,19.00
23.00,2.00,11.00,20.00,133.79,79.00,117.81,64.00
24.00,2.00,11.00,8.00,111.67,66.00,95.85,35.00
25.00,2.00,11.00,17.00,25.57,15.00,21.26,11.00
26.00,2.00,11.00,9.00,9.51,6.00,8.46,3.00
27.00,2.00,11.00,2.00,6.20,4.00,5.05,3.00
28.00,2.00,11.00,6.00,35.52,21.00,29.22,16.00
29.00,2.00,11.00,13.00,159.37,94.00,133.59,64.00
30.00,2.00,11.00,1.00,83.41,49.00,70.13,48.00
31.00,2.00,11.00,6.00,7.52,4.00,6.62,3.00
32.00,2.00,11.00,11.00,24.85,15.00,21.71,9.00
33.00,2.00,11.00,5.00,71.62,42.00,62.61,24.00
34.00,2.00,11.00,9.00,96.89,57.00,84.96,37.00
35.00,2.00,11.00,2.00,84.92,50.00,73.78,34.00
36.00,2.00,11.00,13.00,153.22,91.00,128.24,82.00
37.00,2.00,11.00,4.00,5.70,3.00,4.99,3.00
38.00,2.00,11.00,6.00,86.91,51.00,69.56,43.00
39.00,2.00,11.00,20.00,131.90,78.00,106.10,77.00
40.00,2.00,11.00,20.00,116.25,69.00,95.09,40.00
41.00,2.00,11.00,20.00,149.59,89.00,121.57,51.00
42.00,2.00,11.00,6.00,54.77,32.00,48.76,20.00
43.00,2.00,11.00,15.00,14.69,9.00,12.96,8.00
44.00,2.00,11.00,5.00,105.44,62.00,85.15,51.00
45.00,2.00,11.00,10.00,32.61,19.00,27.06,16.00
46.00,2.00,11.00,5.00,15.79,9.00,12.63,9.00
47.00,2.00,11.00,15.00,77.67,46.00,65.71,43.00
48.00,2.00,11.00,9.00,63.57,38.00,53.31,23.00
49.00,2.00,11.00,5.00,133.55,79.00,117.82,53.00
50.00,2.00,11.00,9.00,118.13,70.00,100.30,64.00
51.00,2.00,11.00,7.00,153.07,91.00,130.28,81.00
52.00,2.00,11.00,13.00,162.66,96.00,136.16,63.00
53.00,2.00,11.00,5.00,151.06,89.00,122.56,85.00
54.00,2.00,11.00,13.00,127.91,76.00,106.52,58.00
55.00,2.00,11.00,17.00,134.06,79.00,112.99,61.00
56.00,2.00,11.00,2.00,166.33,98.00,133.38,82.00
57.00,2.00,11.00,20.00,64.98,38.00,55.19,37.00
58.00,2.00,11.00,4.00,110.31,65.00,90.70,34.00
59.00,2.00,11.00,19.00,113.30,67.00,91.39,34.00
60.00,2.00,11.00,20.00,150.91,89.00,127.45,52.00
61.00,2.00,11.00,6.00,144.30,85.00,119.13,58.00
62.00,2.00,11.00,18.00,100.67,60.00,82.44,58.00
63.00,2.00,11.00,6.00,54.45,32.00,46.83,22.00
64.00,2.00,11.00,13.00,120.19,71.00,98.38,38.00
65.00,2.00,11.00,5.00,164.95,98.00,134.88,81.00
66.00,2.00,11.00,19.00,43.33,26.00,38.01,23.00
67.00,2.00,11.00,8.00,96.47,57.00,78.34,36.00
68.00,2.00,11.00,18.00,78.65,47.00,67.37,29.00
69.00,2.00,11.00,1.00,160.97,95.00,129.66,88.00
70.00,2.00,11.00,2.00,45.34,27.00,40.41,14.00
71.00,2.00,11.00,12.00,147.93,88.00,124.93,80.00
72.00,2.00,11.00,17.00,98.18,58.00,83.53,52.00
73.00,2.00,11.00,9.00,23.97,14.00,20.79,12.00
74.00,2.00,11.00,15.00,167.14,99.00,147.97,58.00
75.00,2.00,11.00,14.00,147.11,87.00,128.48,61.00
76.00,2.00,11.00,2.00,18.17,11.00,15.76,7.00
77.00,2.00,11.00,2.00,92.73,55.00,79.55,50.00
78.00,2.00,11.00,19.00,25.07,15.00,21.85,13.00
79.00,2.00,11.00,7.00,131.47,78.00,110.21,62.00
80.00,2.00,11.00,8.00,80.22,47.00,68.88,42.00
81.00,2.00,11.00,7.00,146.33,87.00,120.85,50.00
82.00,2.00,11.00,4.00,29.80,18.00,25.40,17.00
83.00,2.00,11.00,8.00,113.59,67.00,93.50,57.00
84.00,2.00,11.00,7.00,159.68,94.00,132.11,79.00
85.00,2.00,11.00,20.00,61.75,37.00,52.22,31.00
86.00,2.00,11.00,6.00,132.04,78.00,111.76,44.00
87.00,2.00,11.00,4.00,168.23,100.00,134.84,66.00
88.00,2.00,11.00,15.00,53.53,32.00,43.62,21.00
89.00,2.00,11.00,10.00,6.60,4.00,5.78,2.00
90.00,2.00,11.00,13.00,131.47,78.00,110.50,68.00
91.00,2.00,11.00,4.00,54.77,32.00,44.19,21.00
92.00,2.00,11.00,13.00,148.42,88.00,121.15,63.00
93.00,2.00,2.00,19.00,100.28,99.00,140.92,87.00
94.00,2.00,2.00,15.00,16.80,17.00,24.25,16.00
95.00,2.00,2.00,16.00,38.91,38.00,53.67,34.00
96.00,2.00,2.00,5.00,61.81,61.00,84.34,60.00
97.00,2.00,2.00,17.00,6.92,7.00,9.76,4.00
98.00,2.00,2.00,14.00,46.28,46.00,61.78,35.00
99.00,2.00,2.00,13.00,31.94,31.00,44.08,25.00
100.00,2.00,2.00,8.00,64.55,64.00,93.12,37.00
101.00,2.00,2.00,14.00,78.23,77.00,116.61,44.00
102.00,2.00,2.00,7.00,25.66,25.00,38.29,25.00
103.00,2.00,2.00,17.00,19.20,19.00,28.56,11.00
104.00,2.00,2.00,16.00,94.68,93.00,133.48,89.00
105.00,2.00,2.00,4.00,38.10,38.00,54.59,19.00
106.00,2.00,2.00,7.00,7.86,8.00,10.79,4.00
107.00,2.00,2.00,17.00,78.51,77.00,117.47,70.00
108.00,2.00,11.00,10.00,46.83,28.00,37.84,19.00
109.00,2.00,11.00,5.00,55.88,33.00,48.29,24.00
110.00,2.00,11.00,17.00,75.78,45.00,65.34,37.00
111.00,2.00,11.00,20.00,92.87,55.00,74.80,44.00
112.00,2.00,11.00,4.00,75.69,45.00,68.04,36.00
113.00,2.00,11.00,16.00,152.02,90.00,134.50,60.00
114.00,2.00,11.00,18.00,35.48,21.00,31.53,16.00
115.00,2.00,11.00,20.00,164.28,97.00,145.37,63.00
116.00,2.00,11.00,5.00,115.77,69.00,95.87,67.00
117.00,2.00,11.00,4.00,8.41,5.00,7.46,3.00
118.00,2.00,11.00,10.00,16.69,10.00,13.96,5.00
119.00,2.00,11.00,20.00,0.86,1.00,0.74,0.00
120.00,2.00,11.00,8.00,27.60,16.00,23.92,10.00
121.00,2.00,11.00,12.00,93.07,55.00,83.46,38.00
122.00,2.00,11.00,13.00,124.84,74.00,108.81,69.00
123.00,2.00,11.00,17.00,45.99,27.00,38.87,22.00
124.00,2.00,11.00,2.00,160.40,95.00,132.39,89.00
125.00,2.00,11.00,12.00,146.30,87.00,120.16,57.00
126.00,2.00,11.00,1.00,55.77,33.00,48.08,23.00
127.00,2.00,11.00,19.00,10.80,6.00,9.01,4.00
128.00,2.00,11.00,12.00,157.89,93.00,132.89,60.00
129.00,2.00,11.00,19.00,158.01,93.00,134.03,62.00
130.00,2.00,11.00,17.00,16.59,10.00,14.44,6.00
131.00,2.00,11.00,8.00,36.65,22.00,30.56,14.00
132.00,2.00,11.00,10.00,112.37,66.00,99.24,49.00
133.00,2.00,11.00,7.00,100.32,59.00,83.58,46.00
134.00,2.00,11.00,1.00,75.28,45.00,64.49,26.00
135.00,2.00,11.00,4.00,11.58,7.00,10.42,7.00
136.00,2.00,11.00,18.00,64.84,38.00,57.32,27.00
137.00,2.00,11.00,10.00,138.76,82.00,119.72,58.00
138.00,2.00,11.00,3.00,22.26,13.00,17.81,9.00
139.00,2.00,11.00,12.00,114.77,68.00,98.12,44.00
140.00,2.00,11.00,5.00,73.80,44.00,61.77,43.00
141.00,2.00,11.00,7.00,164.50,97.00,136.52,61.00
142.00,2.00,11.00,5.00,88.35,52.00,78.92,38.00
143.00,2.00,11.00,12.00,30.15,18.00,24.38,16.00
144.00,2.00,11.00,10.00,8.22,5.00,7.37,4.00
145.00,2.00,11.00,6.00,56.42,33.00,49.88,28.00
146.00,2.00,11.00,18.00,18.80,11.00,15.92,6.00
147.00,2.00,11.00,4.00,141.29,84.00,122.64,74.00
148.00,2.00,11.00,2.00,100.60,60.00,90.42,53.00
149.00,2.00,11.00,4.00,111.19,66.00,99.28,50.00
150.00,2.00,11.00,11.00,82.57,49.00,72.79,47.00
151.00,2.00,11.00,13.00,25.08,15.00,22.30,14.00
152.00,2.00,11.00,8.00,68.02,40.00,59.09,32.00
153.00,2.00,11.00,8.00,125.78,74.00,109.08,57.00
154.00,2.00,11.00,1.00,150.16,89.00,125.11,65.00
155.00,2.00,11.00,19.00,78.58,46.00,64.34,36.00
156.00,2.00,11.00,5.00,125.67,74.00,101.21,58.00
157.00,2.00,11.00,9.00,43.04,25.00,37.22,17.00
158.00,2.00,11.00,13.00,56.59,33.00,46.74,19.00
159.00,2.00,11.00,17.00,97.81,58.00,80.73,40.00
160.00,2.00,11.00,18.00,38.01,22.00,30.72,15.00
161.00,2.00,11.00,19.00,157.15,93.00,128.77,57.00
162.00,2.00,11.00,13.00,106.41,63.00,90.50,39.00
163.00,2.00,11.00,3.00,25.51,15.00,20.83,8.00
164.00,2.00,11.00,4.00,82.60,49.00,71.50,42.00
165.00,2.00,11.00,10.00,123.43,73.00,111.02,54.00
166.00,2.00,11.00,4.00,30.65,18.00,25.00,15.00
167.00,2.00,11.00,5.00,80.53,48.00,65.26,41.00
168.00,2.00,11.00,17.00,28.19,17.00,24.51,14.00
169.00,2.00,11.00,18.00,38.37,23.00,34.14,21.00
170.00,2.00,11.00,3.00,14.04,8.00,11.58,5.00
171.00,2.00,11.00,2.00,84.48,50.00,70.08,40.00
172.00,2.00,11.00,1.00,14.04,8.00,11.99,7.00
173.00,2.00,11.00,19.00,40.85,24.00,36.76,16.00
174.00,2.00,11.00,10.00,74.47,44.00,65.29,25.00
175.00,2.00,11.00,5.00,13.60,8.00,11.19,4.00
176.00,2.00,11.00,5.00,119.51,71.00,102.69,67.00
177.00,2.00,11.00,16.00,124.70,74.00,111.91,47.00
178.00,2.00,11.00,7.00,160.65,95.00,143.71,81.00
179.00,2.00,11.00,7.00,85.92,51.00,69.48,33.00
180.00,2.00,11.00,7.00,144.86,86.00,118.97,46.00
181.00,2.00,11.00,8.00,162.43,96.00,140.44,71.00
182.00,2.00,11.00,6.00,123.10,73.00,107.67,42.00
183.00,2.00,11.00,15.00,45.63,27.00,38.71,18.00
184.00,2.00,11.00,18.00,110.38,65.00,97.69,44.00
1.00,3.00,1.00,7.00,112.21,83.00,123.76,77.00
2.00,3.00,1.00,15.00,52.30,39.00,56.51,21.00
3.00,3.00,1.00,5.00,8.61,6.00,9.02,3.00
4.00,3.00,1.00,15.00,97.31,72.00,102.75,51.00
5.00,3.00,1.00,16.00,50.18,37.00,50.74,29.00
6.00,3.00,1.00,9.00,85.99,64.00,92.48,49.00
7.00,3.00,1.00,14.00,42.18,31.00,45.72,27.00
8.00,3.00,1.00,17.00,8.79,7.00,9.52,6.00
9.00,3.00,1.00,20.00,73.58,54.00,80.56,34.00
10.00,3.00,1.00,13.00,69.45,51.00,72.59,34.00
11.00,3.00,1.00,6.00,113.19,84.00,118.35,46.00
12.00,3.00,1.00,14.00,59.62,44.00,59.97,32.00
13.00,3.00,1.00,16.00,68.43,51.00,75.64,38.00
14.00,3.00,1.00,18.00,20.76,15.00,21.07,13.00
15.00,3.00,1.00,3.00,11.98,9.00,12.63,6.00
16.00,3.00,11.00,13.00,96.81,57.00,86.82,57.00
17.00,3.00,11.00,12.00,101.61,60.00,87.63,37.00
18.00,3.00,11.00,18.00,91.77,54.00,73.47,31.00
19.00,3.00,11.00,17.00,133.25,79.00,112.89,42.00
20.00,3.00,11.00,5.00,45.51,27.00,38.10,21.00
21.00,3.00,11.00,17.00,118.09,70.00,102.54,43.00
22.00,3.00,11.00,10.00,140.96,83.00,125.35,61.00
23.00,3.00,11.00,6.00,130.03,77.00,115.20,45.00
24.00,3.00,11.00,9.00,28.77,17.00,24.89,9.00
25.00,3.00,11.00,16.00,144.06,85.00,128.52,72.00
26.00,3.00,11.00,20.00,46.05,27.00,40.79,27.00
27.00,3.00,11.00,15.00,57.08,34.00,47.03,17.00
28.00,3.00,11.00,2.00,114.64,68.00,102.14,38.00
29.00,3.00,11.00,19.00,132.01,78.00,108.84,64.00
30.00,3.00,11.00,12.00,84.46,50.00,74.23,40.00
31.00,3.00,11.00,18.00,116.82,69.00,100.22,37.00
32.00,3.00,11.00,3.00,90.77,54.00,74.69,47.00
33.00,3.00,11.00,14.00,64.94,38.00,52.07,35.00
34.00,3.00,11.00,16.00,43.25,26.00,35.80,14.00
35.00,3.00,11.00,14.00,10.13,6.00,8.87,6.00
36.00,3.00,11.00,10.00,111.35,66.00,91.14,38.00
37.00,3.00,11.00,17.00,85.79,51.00,75.20,37.00
38.00,3.00,11.00,8.00,56.24,33.00,49.28,29.00
39.00,3.00,11.00,13.00,16.35,10.00,13.67,6.00
40.00,3.00,11.00,14.00,34.35,20.00,29.58,20.00
41.00,3.00,11.00,10.00,162.06,96.00,131.70,71.00
42.00,3.00,11.00,5.00,131.32,78.00,117.04,43.00
43.00,3.00,11.00,9.00,87.54,52.00,77.24,49.00
44.00,3.00,11.00,13.00,152.91,90.00,131.77,83.00
45.00,3.00,11.00,6.00,130.70,77.00,105.32,70.00
46.00,3.00,11.00,3.00,47.10,28.00,37.94,23.00
47.00,3.00,11.00,19.00,116.06,69.00,100.82,48.00
48.00,3.00,11.00,8.00,143.90,85.00,129.08,70.00
49.00,3.00,11.00,19.00,48.76,29.00,39.42,25.00
50.00,3.00,11.00,10.00,29.77,18.00,24.50,16.00
51.00,3.00,11.00,19.00,36.83,22.00,29.77,16.00
52.00,3.00,11.00,10.00,2.85,2.00,2.36,1.00
53.00,3.00,11.00,18.00,2.99,2.00,2.54,2.00
54.00,3.00,11.00,16.00,139.68,83.00,119.13,58.00
55.00,3.00,11.00,17.00,38.62,23.00,34.62,15.00
56.00,3.00,11.00,14.00,108.07,64.00,89.08,45.00
57.00,3.00,11.00,8.00,147.66,87.00,132.72,67.00
58.00,3.00,11.00,20.00,126.75,75.00,113.42,68.00
59.00,3.00,11.00,16.00,25.58,15.00,21.36,15.00
60.00,3.00,11.00,13.00,13.81,8.00,12.22,4.00
61.00,3.00,11.00,8.00,19.30,11.00,16.59,11.00
62.00,3.00,11.00,2.00,114.30,68.00,100.59,52.00
63.00,3.00,11.00,3.00,67.81,40.00,60.75,30.00
64.00,3.00,11.00,12.00,129.06,76.00,106.75,41.00
65.00,3.00,11.00,9.00,18.02,11.00,15.25,10.00
66.00,3.00,11.00,12.00,69.82,41.00,59.77,33.00
67.00,3.00,11.00,4.00,117.22,69.00,101.15,39.00
68.00,3.00,11.00,5.00,134.74,80.00,114.14,72.00
69.00,3.00,11.00,8.00,161.92,96.00,133.47,80.00
